package,file,line,pattern,snippet,classification
curl,R/handle.R,159,curl_download,"#' req <- curl_fetch_memory(""https://hb.cran.dev/cookies/set?foo=123&bar=ftw"", handle = h)",benign
curl,R/handle.R,163,curl_download,"#' req <- curl_fetch_memory(""https://hb.cran.dev/cookies/delete?foo"", handle = h)",benign
curl,R/handle.R,171,native_entry,"cookies <- .Call(R_get_handle_cookies, handle)",benign
curl,R/handle.R,193,native_entry,".Call(R_get_handle_speed, handle)",benign
curl,R/handle.R,198,native_entry,".Call(R_get_handle_clength, handle)",benign
curl,R/handle.R,203,native_entry,".Call(R_get_handle_received, handle)",benign
curl,R/handle.R,208,native_entry,".Call(R_get_handle_mtime, handle)",benign
curl,R/handle.R,222,native_entry,.Call(R_total_handles),benign
curl,R/multi.R,16,curl_download,#' the response data. The structure if this data is identical to [curl_fetch_memory].,benign
curl,R/multi.R,20,curl_download,"#' Just like [curl_fetch_memory], the user has to implement application logic.",benign
curl,R/multi.R,48,curl_download,#' response data in same structure as [curl_fetch_memory].,benign
curl,R/multi.R,118,native_entry,".Call(R_multi_add, handle, done, fail, data, pool)",benign
curl,R/multi.R,133,native_entry,".Call(R_multi_run, pool, timeout, as.integer(poll))",benign
curl,R/multi.R,151,native_entry,".Call(R_multi_setopt, pool, total_con, host_con, max_streams, multiplex)",benign
curl,R/multi.R,161,native_entry,"as.list(.Call(R_multi_list, pool))",benign
curl,R/multi.R,169,native_entry,".Call(R_multi_cancel, handle)",benign
curl,R/multi.R,176,native_entry,pool <- .Call(R_multi_new),benign
curl,R/multi.R,206,native_entry,".Call(R_multi_fdset, pool)",benign
curl,R/multi_download.R,55,url_conn,#'  - `url` final url (after redirects) of the request.,benign
curl,R/multi_download.R,154,fs_write,file.create(dest) #create empty file,note
curl,R/nslookup.R,28,native_entry,"out <- .Call(R_nslookup, host[1], as.logical(ipv4_only))",benign
curl,R/nslookup.R,56,Sys_getenv,"proxy_vars <- Sys.getenv(c('ALL_PROXY', 'https_proxy', 'HTTPS_PROXY', 'HTTPS_proxy'), NA)",benign
curl,R/nslookup.R,79,curl_download,"req <- try(curl_fetch_memory(url = test_url, handle = handle), silent = TRUE)",note
curl,R/onload.R,1,ns_hook,".onAttach <- function(libname, pkgname){",note
curl,R/onload.R,11,Sys_getenv,proxy <- Sys.getenv('ALL_PROXY'),benign
curl,R/onload.R,13,http_client,proxy_info <- curl::curl_parse_url(proxy),note
curl,R/onload.R,20,ns_hook,".onLoad <- function(libname, pkgname){",note
curl,R/onload.R,32,Sys_getenv,proxy <- Sys.getenv('ALL_PROXY'),benign
curl,R/onload.R,41,curl_download,"req <- curl_fetch_memory(""http://get-ws-proxy.r-universe.dev:443"", handle = h)",note
curl,R/onload.R,45,Sys_setenv,Sys.setenv(ALL_PROXY = wsproxy),note
curl,R/options.R,40,native_entry,out <- .Call(R_option_types),benign
curl,R/parse_headers.R,3,curl_download,"#' Parse response header data as returned by curl_fetch, either as a set of strings",benign
curl,R/parse_headers.R,17,curl_download,"#' @examples req <- curl_fetch_memory(""https://hb.cran.dev/redirect/3"")",benign
curl,R/parser.R,72,native_entry,"result <- .Call(R_parse_url, url, baseurl, default_scheme)",benign
curl,R/parser.R,121,native_entry,"out <- .Call(R_modify_url, url, scheme, host, port, path, query, fragment, user, password)",benign
curl,R/proxy.R,17,native_entry,.Call(R_proxy_info),benign
curl,R/proxy.R,36,native_entry,"out <- .Call(R_get_proxy_for_url, target_url, info$AutoDetect, info$AutoConfigUrl)",benign
curl,R/proxy.R,46,native_entry,.Call(R_windows_build),benign
curl,R/upload.R,50,curl_download,"curl_fetch_memory(url, handle = h)",note
curl,R/utilities.R,15,native_entry,.Call(R_curl_version);,benign
curl,R/utilities.R,34,native_entry,"out <- .Call(R_curl_getdate, datestring);",benign
curl,R/utilities.R,42,native_entry,".Call(R_split_string, x, split)",benign
curl,R/writer.R,7,curl_download,#' for the `data` callback in `multi_add()` or `curl_fetch_multi()` such,benign
curl,R/writer.R,40,native_entry,".Call(R_new_file_writer, list(path, append))",benign
curl,R/writer.R,45,native_entry,".Call(R_write_file_writer, fp, data, close)",benign
curl,R/writer.R,50,native_entry,.Call(R_total_writers),benign
curl,cleanup,2,build_net,rm -f src/Makevars configure.log get-curl-linux.sh,benign
curl,configure,12,build_net,"PKG_APK_NAME=""curl-dev""",benign
curl,configure,13,build_net,"PKG_TEST_HEADER=""<curl/curl.h>""",benign
curl,configure,17,build_net,"#export PKG_CONFIG_PATH=""/opt/homebrew/opt/curl/lib/pkgconfig""",benign
curl,configure,20,build_net,# See: https://github.com/jeroen/curl/issues/376,benign
curl,configure,49,build_net,# Temporary fix for: https://github.com/jeroen/curl/issues/376,benign
curl,configure,50,build_net,"curl -sfL ""https://autobrew.github.io/scripts/libcurl-macos"" > autobrew",finding
curl,configure,87,build_net,# On curl < 7.73 (RHEL-8 / Ubuntu 20.04) enable the static library,benign
curl,configure,90,build_net,"echo ""For alternative solutions see: https://github.com/jeroen/curl/issues/416""",benign
curl,configure,91,build_net,"curl -sOL ""https://github.com/jeroen/curl/releases/download/libcurl-8.14.1/get-curl-linux.sh"" && . ./get-curl-linux.sh",finding
curl,src/handle.c,130,c_getenv,"const char *ca_bundle = getenv(""CURL_CA_BUNDLE"");",benign
curl,src/ssl.c,14,c_getenv,"char *envvar = getenv(""CURL_SSL_BACKEND"");",benign
data.table,R/IDateTime.R,375,native_entry,".Call(CconvertDate, x, type)",benign
data.table,R/as.data.table.R,191,native_entry,"# This copy used to be achieved via .Call(CcopyNamedInList,x) at the top of data.table(). It maintains pre-Rv3.1.0",benign
data.table,R/between.R,41,native_entry,".Call(Cbetween, x, lower, upper, incbounds, NAbounds, check)",benign
data.table,R/between.R,87,native_entry,".Call(Cinrange, idx <- vector(""logical"", length(x)), xo, ans[[""starts""]], ans[[""lens""]])",benign
data.table,R/bmerge.R,51,native_entry,".Call(C_unlock, i)",benign
data.table,R/bmerge.R,53,native_entry,".Call(C_unlock, x)",benign
data.table,R/bmerge.R,54,native_entry,"if (.Call(C_islocked, callersi)) {",benign
data.table,R/bmerge.R,55,native_entry,".Call(C_unlock, callersi)",benign
data.table,R/bmerge.R,56,native_entry,"on.exit(.Call(C_lock, callersi))",benign
data.table,R/bmerge.R,204,native_entry,"resetlen = .Call(Cuniqlengths, resetlen, nrow(x))",benign
data.table,R/bmerge.R,208,native_entry,"nqgrp = .Call(Cnestedid, x, xcols[non_equi:length(xcols)], xo, xg, resetlen, mult)",benign
data.table,R/bmerge.R,223,native_entry,"ans = .Call(Cbmerge, i, x, as.integer(icols), as.integer(xcols), xo, roll, rollends, nomatch, mult, ops, nqgrp, nqmaxgrp)",benign
data.table,R/data.table.R,3,native_entry,".Call(Cdim, x)",benign
data.table,R/data.table.R,142,native_entry,".Call(Csetlistelt, k, as.integer(j), value)",benign
data.table,R/data.table.R,146,native_entry,".Call(CsetS4elt, k, as.character(name[[3L]]), value)",benign
data.table,R/data.table.R,579,native_entry,"ans = .Call(CnqRecreateIndices, xo, len__, indices__, max(indices__), nomatch) # issue#4388 fix",benign
data.table,R/data.table.R,604,native_entry,"if(!.Call(CisOrderedSubset, irows, nrow(x))){",benign
data.table,R/data.table.R,656,native_entry,"irows = .Call(CconvertNegAndZeroIdx, irows, nrow(x),",benign
data.table,R/data.table.R,697,native_entry,"else                return(.Call(CsubsetDT, x, irows, seq_along(x)) )",benign
data.table,R/data.table.R,762,native_entry,"if (!anyNA(ansvals)) return(.Call(CsubsetDT, x, irows, ansvals))",benign
data.table,R/data.table.R,779,native_entry,"return(.Call(CsubsetDT, x, irows, j))",benign
data.table,R/data.table.R,849,native_entry,"orderedirows = .Call(CisOrderedSubset, irows, nrow(x))  # TRUE when irows is NULL (i.e. no i clause). Similar but better than is.sorted(f__)",benign
data.table,R/data.table.R,1146,native_entry,"if (.Call(C_islocked, x)) stopf("".SD is locked. Using := in .SD's j is reserved for possible future use; a tortuously flexible way to modify by group. Use := in j directly to modify by group by reference."")",benign
data.table,R/data.table.R,1215,native_entry,".Call(Cassign, x, irows, NULL, NULL, NULL) # only purpose is to write 0 to .Last.updated",benign
data.table,R/data.table.R,1346,native_entry,"ans = if (with && is.null(irows)) shallow(x, xcols) else .Call(CsubsetDT, x, irows, xcols)",benign
data.table,R/data.table.R,1363,native_entry,"ans[icolsAns] = .Call(CsubsetDT, i, ii,    icols)",benign
data.table,R/data.table.R,1364,native_entry,"ans[xcolsAns] = .Call(CsubsetDT, x, irows, xcols)",benign
data.table,R/data.table.R,1389,native_entry,".Call(C_lock, SDenv$.SD) # used to stop := modifying .SD via j=f(.SD), bug#1727. The more common case of j=.SD[,subcol:=1] was already caught when jsub is inspected for :=.",benign
data.table,R/data.table.R,1390,native_entry,".Call(C_lock, SDenv$.SDall)",benign
data.table,R/data.table.R,1406,native_entry,".Call(C_unlock, jval) # in case jval inherits .SD's lock, #1341 #2245. .Call directly (not via an R function like setattr or unlock) to avoid bumping jval's MAYBE_SHARED.",benign
data.table,R/data.table.R,1455,native_entry,".Call(Cassign,x,irows,cols,newnames,jval)",benign
data.table,R/data.table.R,1634,native_entry,"SDenv$.SDall = .Call(CcopyAsGrowable, .Call(CsubsetDT, x, if (length(len__)) seq_len(max(len__)) else 0L, xcols))  # must be deep copy when largest group is a subset",benign
data.table,R/data.table.R,1644,native_entry,".Call(C_lock, SDenv$.SD)  # stops := modifying .SD via j=f(.SD), bug#1727. The more common case of j=.SD[,subcol:=1] was already caught when jsub is inspected for :=.",benign
data.table,R/data.table.R,1645,native_entry,".Call(C_lock, SDenv$.SDall)",benign
data.table,R/data.table.R,1663,native_entry,"if (length(names(txt))>1L) .Call(Csetcharvec, names(txt), 2L, """")  # fixes bug #110",benign
data.table,R/data.table.R,1907,native_entry,"SDenv$.xSD = .Call(CcopyAsGrowable, x[min(nrow(i), 1L), xjisvars, with=FALSE])",benign
data.table,R/data.table.R,1938,native_entry,"g = lapply(grpcols, function(i) .Call(CsubsetVector, groups[[i]], gi)) # use CsubsetVector instead of [ to preserve attributes #5567",benign
data.table,R/data.table.R,1978,native_entry,"ans = .Call(Cdogroups, x, xcols, groups, grpcols, jiscols, xjiscols, grporder, o__, f__, len__, jsub, SDenv, cols, newnames, !missing(on), verbose, showProgress)",benign
data.table,R/data.table.R,1986,native_entry,"if (inherits(x, 'data.table')) .Call(C_unlock, x)",benign
data.table,R/data.table.R,2009,native_entry,".Call(Cassign, x, jrows, lhs, newnames, jvals)",benign
data.table,R/data.table.R,2077,native_entry,"if ( (key_length > rhs_length || chk) && !.Call(CisOrderedSubset, irows, nrow(x))) {",benign
data.table,R/data.table.R,2088,native_entry,"if (!.Call(CisOrderedSubset, irows, nrow(x)))",benign
data.table,R/data.table.R,2141,native_entry,"#  .C(""do_subset2"") or better. Tests 604-608 test",benign
data.table,R/data.table.R,2330,native_entry,"x = .Call(Cassign,copy(x),i,cols,newnames,value) # From 3.1.0, DF[2,""b""] = 7 no longer copies DF$a (so in this [<-.data.table method we need to copy)",benign
data.table,R/data.table.R,2488,native_entry,"is_na = function(x, by=seq_along(x)) .Call(Cdt_na, x, by)",benign
data.table,R/data.table.R,2489,native_entry,"any_na = function(x, by=seq_along(x)) .Call(CanyNA, x, by)",benign
data.table,R/data.table.R,2497,native_entry,"ix = .Call(Cdt_na, object, cols)",benign
data.table,R/data.table.R,2503,native_entry,".Call(CsubsetDT, object, which_(ix, bool = TRUE), seq_along(object))",benign
data.table,R/data.table.R,2506,native_entry,".Call(CsubsetDT, object, which_(ix, bool = FALSE), seq_along(object))",benign
data.table,R/data.table.R,2514,native_entry,".Call(Cwhichwrapper, x, bool)",benign
data.table,R/data.table.R,2611,native_entry,"for (xi in ll) .Call(C_unlock, xi)",benign
data.table,R/data.table.R,2637,native_entry,"newx = .Call(Ccopy,x)  # copies at length but R's duplicate() also copies truelength over.",benign
data.table,R/data.table.R,2643,native_entry,".Call(C_unlock, y)",benign
data.table,R/data.table.R,2660,native_entry,"ans = .Call(Cshallowwrapper, x, cols)  # copies VECSXP only",benign
data.table,R/data.table.R,2696,native_entry,"if (unlock) .Call(C_unlock, ans)",benign
data.table,R/data.table.R,2713,native_entry,"ans = .Call(Calloccolwrapper, DT, eval(n), verbose)",benign
data.table,R/data.table.R,2722,native_entry,".Call(Cselfrefokwrapper,DT,verbose)",benign
data.table,R/data.table.R,2725,native_entry,"truelength = function(x) .Call(Ctruelength,x)",benign
data.table,R/data.table.R,2744,native_entry,"ans = .Call(Csetattrib, x, name, value)",benign
data.table,R/data.table.R,2753,native_entry,".Call(Csetlevels, x, (value <- as.character(value)), unique(value))",benign
data.table,R/data.table.R,2818,native_entry,".Call(Csetcharvec, attr(x, ""sorted"", exact=TRUE), m[w], new[w])",benign
data.table,R/data.table.R,2834,native_entry,".Call(Csetcharvec, attr(x, ""names"", exact=TRUE), as.integer(i), new)",benign
data.table,R/data.table.R,2856,native_entry,".Call(Csetcolorder, x, neworder)",benign
data.table,R/data.table.R,2896,native_entry,".Call(Cassign,x,i,j,NULL,value)",benign
data.table,R/data.table.R,2901,native_entry,".Call(Cchmatch, x, table, as.integer(nomatch[1L])) # [1L] to fix #1672",benign
data.table,R/data.table.R,2909,native_entry,".Call(Cchmatchdup, x, table, as.integer(nomatch[1L]))",benign
data.table,R/data.table.R,2913,native_entry,".Call(Cchin, as.character(x), table)  # TO DO  if table has 'ul' then match to that",benign
data.table,R/data.table.R,2950,native_entry,"ans = .Call(Crbindlist, l, use.names, fill, idcol, ignore.attr)",benign
data.table,R/data.table.R,2955,native_entry,"vecseq = function(x,y,clamp) .Call(Cvecseq,x,y,clamp)",benign
data.table,R/data.table.R,2957,native_entry,"# .Call(Caddress, x) increments NAM() when x is vector with NAM(1). Referring object within non-primitive function is enough to increment reference.",benign
data.table,R/data.table.R,2958,native_entry,"address = function(x) .Call(Caddress, eval(substitute(x), parent.frame()))",benign
data.table,R/data.table.R,3056,native_entry,".Call(Cwarn_matrix_column_r, jj)",benign
data.table,R/data.table.R,3079,native_entry,"nrow = .Call(Csetdt_nrows, x)",benign
data.table,R/data.table.R,3112,native_entry,".Call(CexpandAltRep, x)  # issue#2866 and PR#2882",benign
data.table,R/data.table.R,3118,native_entry,".Call(Csetlistelt, lx, 1L, x)",benign
data.table,R/data.table.R,3141,native_entry,"ids = .Call(Cfrank, xorder, xstart, uniqlengths(xstart, length(xorder)), ""sequence"")",benign
data.table,R/data.table.R,3164,native_entry,"ids = .Call(Crleid, x, cols)",benign
data.table,R/data.table.R,3202,native_entry,"`g[` = `g[[` = function(x, n) .Call(Cgnthvalue, x, as.integer(n)) # n is of length=1 here.",benign
data.table,R/data.table.R,3203,native_entry,"ghead = function(x, n) .Call(Cghead, x, as.integer(n))",benign
data.table,R/data.table.R,3204,native_entry,"gtail = function(x, n) .Call(Cgtail, x, as.integer(n))",benign
data.table,R/data.table.R,3205,native_entry,"gfirst = function(x) .Call(Cgfirst, x)",benign
data.table,R/data.table.R,3206,native_entry,"glast = function(x) .Call(Cglast, x)",benign
data.table,R/data.table.R,3207,native_entry,"gsum = function(x, na.rm=FALSE) .Call(Cgsum, x, na.rm)",benign
data.table,R/data.table.R,3208,native_entry,"gmean = function(x, na.rm=FALSE) .Call(Cgmean, x, na.rm)",benign
data.table,R/data.table.R,3220,native_entry,"gprod = function(x, na.rm=FALSE) .Call(Cgprod, x, na.rm)",benign
data.table,R/data.table.R,3221,native_entry,"gmedian = function(x, na.rm=FALSE) .Call(Cgmedian, x, na.rm)",benign
data.table,R/data.table.R,3222,native_entry,"gmin = function(x, na.rm=FALSE) .Call(Cgmin, x, na.rm)",benign
data.table,R/data.table.R,3223,native_entry,"gmax = function(x, na.rm=FALSE) .Call(Cgmax, x, na.rm)",benign
data.table,R/data.table.R,3224,native_entry,"gvar = function(x, na.rm=FALSE) .Call(Cgvar, x, na.rm)",benign
data.table,R/data.table.R,3225,native_entry,"gsd = function(x, na.rm=FALSE) .Call(Cgsd, x, na.rm)",benign
data.table,R/data.table.R,3229,native_entry,".Call(Cgshift, x, as.integer(n), fill, type)",benign
data.table,R/data.table.R,3231,native_entry,"gforce = function(env, jsub, o, f, l, rows) .Call(Cgforce, env, jsub, o, f, l, rows)",benign
data.table,R/data.table.R,3336,native_entry,"if (.Call(C_islocked, x)) return(NULL)  # fix for #958, don't create auto index on '.SD'.",benign
data.table,R/devel.R,13,url_conn,"idx = file(file.path(contrib.url(repo, type=type),""PACKAGES""))",note
data.table,R/devel.R,31,url_conn,"pkg, field, contrib.url(repo, type=type))",note
data.table,R/devel.R,38,pkg_install,"utils::install.packages(pkg, repos=repo, type=type, lib=lib, ...)",note
data.table,R/duplicated.R,45,native_entry,".Call(CsubsetDT, x, f, seq_len(ncol(x)))",benign
data.table,R/duplicated.R,107,native_entry,"if (is.logical(x)) return(.Call(CuniqueNlogical, x, na.rm=na.rm))",benign
data.table,R/fcast.R,172,native_entry,"dat = .Call(CsubsetDT, dat, idx, seq_along(dat))",benign
data.table,R/fcast.R,207,native_entry,"} else .Call(CsubsetVector, x, order_(x))",benign
data.table,R/fcast.R,219,native_entry,"mapunique = lapply(seq_along(map), function(i) .Call(CsubsetVector, map[[i]], maporder[[i]]))",benign
data.table,R/fcast.R,220,native_entry,"lhs = .Call(CsubsetDT, lhs, maporder[[1L]], seq_along(lhs))",benign
data.table,R/fcast.R,221,native_entry,"rhs = .Call(CsubsetDT, rhs, maporder[[2L]], seq_along(rhs))",benign
data.table,R/fcast.R,226,native_entry,".Call(Csetlistelt, map, 1L, lhs_[lhs, which=TRUE])",benign
data.table,R/fcast.R,227,native_entry,".Call(Csetlistelt, map, 2L, rhs_[rhs, which=TRUE])",benign
data.table,R/fcast.R,230,native_entry,".Call(Csetlistelt, mapunique, 1L, seq_len(nrow(lhs_)))",benign
data.table,R/fcast.R,231,native_entry,".Call(Csetlistelt, mapunique, 2L, seq_len(nrow(rhs_)))",benign
data.table,R/fcast.R,241,native_entry,"ans = .Call(Cfcast, lhs, val, maplen[[1L]], maplen[[2L]], idx, fill, fill.default, is.null(fun.call), some_fill)",benign
data.table,R/fmelt.R,215,native_entry,"ans = .Call(Cfmelt, data, id.vars, measure.vars,",benign
data.table,R/foverlaps.R,155,native_entry,".Call(Clookup, uy, nrow(y), indices(uy, y, yintervals, nomatch=0L, roll=roll), maxgap, minoverlap, mult, type, verbose)",benign
data.table,R/foverlaps.R,161,native_entry,"olaps = .Call(Coverlaps, uy, xmatches, mult, type, nomatch, verbose)",benign
data.table,R/foverlaps.R,185,native_entry,"return(.Call(CsubsetDT, olaps, which(olaps$yid > 0L), seq_along(olaps)))",benign
data.table,R/foverlaps.R,189,native_entry,"olaps = .Call(CsubsetDT, olaps, which(olaps$yid > 0L), seq_along(olaps))",benign
data.table,R/foverlaps.R,192,native_entry,"ans = .Call(CsubsetDT, origx, olaps$xid, seq_along(origx))",benign
data.table,R/foverlaps.R,197,native_entry,"ans[, (ycols) := .Call(CsubsetDT, origy, olaps$yid, chmatch(ycols, names(origy)))]",benign
data.table,R/frank.R,12,native_entry,".Call(Csetlistelt, xx, 1L, x)",benign
data.table,R/frank.R,60,native_entry,"rank = .Call(Cfrank, xorder, xstart, uniqlengths(xstart, length(xorder)), ties.method)",benign
data.table,R/fread.R,50,fs_write,"writeLines(text, tmpFile<-tempfile(tmpdir=tmpdir))  # avoid paste0() which could create a new very long single string in R's memory",benign
data.table,R/fread.R,91,download_file,"else getOption(""download.file.method"", default=""auto"")  # http: or ftp:",note
data.table,R/fread.R,93,download_file,"download.file(file, tmpFile, method=method, mode=""wb"", quiet=!showProgress)",note
data.table,R/fread.R,124,pkg_install,"stopf(""To read %s files directly, fread() requires 'R.utils' package which cannot be found. Please install 'R.utils' using 'install.packages('R.utils')'."", if (w<=2L || gzsig) ""gz"" else ""bz2"") # nocov",benign
data.table,R/fread.R,180,pkg_install,"stopf(""'data.table' relies on the package 'yaml' to parse the file header; please add this to your library with install.packages('yaml') and try again."") # nocov",benign
data.table,R/fread.R,215,load_call,yaml_header = yaml::yaml.load(yaml_string),benign
data.table,R/fread.R,291,Sys_getenv,"tt = Sys.getenv(""TZ"", unset=NA_character_)",benign
data.table,R/fread.R,295,native_entry,"ans = .Call(CfreadR,input,identical(input,file),sep,dec,quote,header,nrows,skip,na.strings,strip.white,blank.lines.skip,comment.char,",benign
data.table,R/froll.R,141,native_entry,"ans = .Call(Cfrolladapt, x, n, partial)",benign
data.table,R/froll.R,143,native_entry,"ans = lapply(n, function(.n) .Call(Cfrolladapt, x, .n, partial))",benign
data.table,R/froll.R,188,native_entry,"ans = .Call(CfrollfunR, fun, x, n, fill, algo, align, na.rm, has.nf, adaptive)",benign
data.table,R/frollapply.R,292,native_entry,"tight = function(i, dest, src, n) FUN(.Call(CmemcpyVector, dest, src, i, n), ...)",benign
data.table,R/frollapply.R,299,native_entry,"tight = function(i, dest, src, n) FUN(.Call(CmemcpyDT, dest, src, i, n), ...)",benign
data.table,R/frollapply.R,302,native_entry,"cpy = function(x) .Call(CcopyAsGrowable, x)",benign
data.table,R/frollapply.R,310,native_entry,"tight = function(i, dest, src, n) FUN(.Call(CmemcpyVectoradaptive, dest, src, i, n), ...) # CmemcpyVectoradaptive handles k[i]==0",benign
data.table,R/frollapply.R,317,native_entry,"tight = function(i, dest, src, n) FUN(.Call(CmemcpyDTadaptive, dest, src, i, n), ...) # CmemcpyDTadaptive handles k[i]==0",benign
data.table,R/frollapply.R,400,native_entry,"lapply(jobs[.Call(Cis_direct_child, jobs)], function(pid) try(tools::pskill(pid), silent = TRUE))",benign
data.table,R/fwrite.R,85,fs_write,file.create(file),note
data.table,R/fwrite.R,92,pkg_install,"stopf(""'data.table' relies on the package 'yaml' to write the file header; please add this to your library with install.packages('yaml') and try again."") # nocov",benign
data.table,R/fwrite.R,124,native_entry,".Call(CfwriteR, x, file, sep, sep2, eol, na, dec, quote, qmethod==""escape"", append,",benign
data.table,R/fwrite.R,130,native_entry,haszlib = function() .Call(Cdt_has_zlib),benign
data.table,R/mergelist.R,2,native_entry,"ans = .Call(Ccbindlist, l, copy)",benign
data.table,R/mergelist.R,79,native_entry,".Call(CsubsetDT, x, f, someCols(x, cols, keep=on))",benign
data.table,R/mergelist.R,191,native_entry,"out.i = .Call(CsubsetDT, join_from, ans$irows, cols_i)",benign
data.table,R/mergelist.R,202,native_entry,"out.x = .Call(CsubsetDT, join_to, ans$xrows, someCols(join_to, to_cols, drop=on))",benign
data.table,R/mergelist.R,213,native_entry,"out = .Call(Ccbindlist, list(out.i, out.x), FALSE)",benign
data.table,R/mergelist.R,234,native_entry,"out.r = .Call(CsubsetDT, join_from, supplement_rows, cols_r)",benign
data.table,R/mergelist.R,242,native_entry,"out = .Call(Ccbindlist, list(out.i, out.x), FALSE)",benign
data.table,R/mergelist.R,248,native_entry,"out.r = .Call(Ccbindlist, list(out.r, out.i), FALSE)",benign
data.table,R/mergelist.R,253,native_entry,"out.l = .Call(Ccbindlist, list(out.i, out.x), FALSE)",benign
data.table,R/mergelist.R,341,native_entry,".Call(CcopyCols, out, colnamesInt(out, names(out.mem)[out.mem %chin% unique(unlist(l.mem, recursive=FALSE))]))",benign
data.table,R/mergelist.R,362,native_entry,"perhaps.data.table = function(x) .Call(CperhapsDataTableR, x)",benign
data.table,R/notin.R,3,native_entry,".Call(Cnotchin, x, table)",benign
data.table,R/onAttach.R,3,ns_hook,".onAttach = function(libname, pkgname) {",note
data.table,R/onAttach.R,35,native_entry,if (!.Call(ChasOpenMP)) {,benign
data.table,R/onLoad.R,10,ns_hook,".onLoad = function(libname, pkgname) {",note
data.table,R/onLoad.R,15,native_entry,"dllV = if (is.loaded(""CdllVersion"",PACKAGE=""data_table"")) .Call(CdllVersion) else ""before 1.12.0""",benign
data.table,R/onLoad.R,24,readRDS,"if (builtPath != """" && !identical(session_r_version>=""4.0.0"", (build_r_version <- readRDS(builtPath)$Built$R)>=""4.0.0"")) {",note
data.table,R/onLoad.R,41,ns_hook,"prefix = if (!missing(pkgname)) ""data.table::"" else """"  # R provides the arguments when it calls .onLoad, I don't in dev/test",note
data.table,R/onLoad.R,128,native_entry,".Call(CinitLastUpdated, .Last.updated)  #1885",benign
data.table,R/onLoad.R,133,ns_hook,"getRversion = function(...) stopf(""Reminder to data.table developers: don't use getRversion() internally. Add a behaviour test to .onLoad instead."") # notranslate",note
data.table,R/onLoad.R,139,ns_hook,.onUnload = function(libpath) {,note
data.table,R/onLoad.R,140,library_dynam,"library.dynam.unload(""data_table"", libpath)",benign
data.table,R/openmp-utils.R,7,native_entry,"invisible(.Call(CsetDTthreads, percent, restore_after_fork, TRUE, as.integer(throttle)))",benign
data.table,R/openmp-utils.R,9,native_entry,"invisible(.Call(CsetDTthreads, as.integer(threads), restore_after_fork, FALSE, as.integer(throttle)))",benign
data.table,R/openmp-utils.R,14,native_entry,".Call(CgetDTthreads, verbose)",benign
data.table,R/openmp-utils.R,19,native_entry,".Call(CgetDTthreadsC, n, throttle)",benign
data.table,R/print.data.table.R,36,source_call,"as.character(thisSYS) == 'source') ) { # suppress printing from source(echo = TRUE) calls, #2369",note
data.table,R/print.data.table.R,176,fs_write,"cut_colnames = function(x) writeLines(grepv(""^\\s*(?:[0-9]+:|---)"", capture.output(x)))",benign
data.table,R/programming.R,81,native_entry,".Call(Csubstitute_call_arg_namesR, expr.sub, env)",benign
data.table,R/setkey.R,36,native_entry,"if (physical && .Call(C_islocked, x)) stopf(""Setting a physical key on .SD is reserved for possible future use; to modify the original data's order by group. Try setindex() instead. Or, set*(copy(.SD)) as a (slow) las...",benign
data.table,R/setkey.R,76,native_entry,".Call(Creorder,x,o)",benign
data.table,R/setkey.R,111,native_entry,"setreordervec = function(x, order) .Call(Creorder, x, order)",benign
data.table,R/setkey.R,134,native_entry,".Call(Cissorted, x, as.integer(by))",benign
data.table,R/setkey.R,155,native_entry,".Call(CforderReuseSorting, x, by, retGrp, retStats, sort, order, na.last, reuseSorting)  # returns integer() if already sorted, regardless of sort=TRUE|FALSE",benign
data.table,R/setkey.R,212,native_entry,"return(.Call(Cfsort, x, verbose))",benign
data.table,R/setkey.R,279,native_entry,".Call(Creorder, x, o)",benign
data.table,R/setkey.R,291,native_entry,"binary = function(x) .Call(Cbinary, x)",benign
data.table,R/setkey.R,293,native_entry,"setNumericRounding = function(x) invisible(.Call(CsetNumericRounding, as.integer(x)))",benign
data.table,R/setkey.R,294,native_entry,getNumericRounding = function() .Call(CgetNumericRounding),benign
data.table,R/setkey.R,333,native_entry,"l = .Call(Ccj, l)",benign
data.table,R/setops.R,27,native_entry,".Call(CsubsetDT, ux, which_(ix, FALSE), seq_along(ux)) # more memory efficient version of which(!ix)",benign
data.table,R/setops.R,35,native_entry,"if (any(dup)) .Call(CsubsetDT, x, which_(dup, FALSE), seq_along(x)) else x",benign
data.table,R/shift.R,6,native_entry,"ans = .Call(Cshift, x, as.integer(n), fill, type)",benign
data.table,R/shift.R,31,native_entry,".Call(CnafillR, x, type, fill, nan_is_na(nan), FALSE, NULL)",benign
data.table,R/shift.R,36,native_entry,"invisible(.Call(CnafillR, x, type, fill, nan_is_na(nan), TRUE, cols))",benign
data.table,R/test.data.table.R,2,Sys_getenv,"memtest=Sys.getenv(""TEST_DATA_TABLE_MEMTEST"", 0L), memtest.id=NULL, optional=FALSE) {",benign
data.table,R/test.data.table.R,6,Sys_getenv,"if (optional && Sys.getenv(""RUN_ALL_DATATABLE_TESTS"") != ""yes"") {",benign
data.table,R/test.data.table.R,24,Sys_getenv,"rootdir = if (pkg!=""."" && pkg %chin% dir()) file.path(getwd(), pkg) else Sys.getenv(""PROJ_PATH"", normalizePath("".""))",benign
data.table,R/test.data.table.R,72,source_call,# sys.source() below accepts .bz2 directly.,benign
